programme_slug,version_name,course_code,course_title,study_year,semester,requirement_type,contact_hours,credit_units,display_order,source_block,source_note
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM3301,Industrial Training II,3,3,core,45,3,1,nested-3,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM3108,Reservoir Characterization and Modelling,3,1,elective,45,3,8,nested-3,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4101,Petroleum Production Engineering II,4,1,core,60,4,1,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4201,Engineering Research Project,4,2,core,60,4,1,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4102,Petroleum Economics and Management,4,1,core,45,3,2,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4202,Entrepreneurship Development and Business Ethics,4,2,core,45,3,2,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4103,Gas Reservoir Engineering,4,1,core,45,3,3,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4203,Engineering Ethics,4,2,core,45,3,3,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4104,Numerical Reservoir Simulation,4,1,core,45,3,4,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4204,"Energy Policy, Planning and Sustainable Development",4,2,core,45,3,4,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4105,Principles of Enhanced Oil Recovery,4,1,core,45,3,5,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4205,Petroleum Processing,4,2,core,45,3,5,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4106,Technology of Artificial Lift Methods,4,1,elective,45,3,6,nested-4,Nested Word table
bachelor-of-petroleum-engineering-and-environmental-management,Undergraduate Handbook 2025/2026,PEM4107,Principles of Modern Well Testing and Interpretation,4,1,elective,45,3,7,nested-4,Nested Word table
